City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,soio,-6.1349,12.3689,22.17,94,38,2.64,AO,1693432910
276,bardai,11.65,7.2333,22.84,86,77,3.74,NG,1693432910
277,ixtapa,20.7,-105.2,32.35,71,48,2.24,MX,1693432910
278,chicoana,-25.1009,-65.5331,26.03,25,14,2.06,AR,1693432910
279,kourou,5.1552,-52.6478,30.03,79,43,3.67,GF,1693432910
280,gniew,53.836,18.8231,16.4,94,100,2.94,PL,1693432911
281,buzdyak,54.5833,54.55,10.62,62,32,6.49,RU,1693432911
282,betio village,1.358,172.9211,30.02,75,8,5.34,KI,1693432911
283,constitucion,-35.3333,-72.4167,11.7,73,31,9.49,CL,1693432837
284,kingston,17.997,-76.7936,32.53,68,20,8.75,JM,1693432202
285,aleksandrov gay,50.147,48.5704,15.23,44,5,2.87,RU,1693432912
286,wabag,-5.4781,143.7021,15.2,94,83,0.66,PG,1693432912
287,inhambane,-23.865,35.3833,19.76,78,23,2.18,MZ,1693432784
288,dudinka,69.4058,86.1778,4.79,72,6,6.83,RU,1693432913
289,hakui,36.8833,136.7833,29.08,78,100,1.29,JP,1693432913
290,belaya glina,46.07,40.86,17.4,26,0,4.04,RU,1693432913
291,sarmiento,-45.5882,-69.07,7.04,41,2,12.6,AR,1693432913
292,kargil,34.5667,76.1,13.89,47,0,2.05,IN,1693432914
293,kiunga,-6.1219,141.2906,21.91,86,100,1.57,PG,1693432914
294,kidal,18.4411,1.4078,37.08,22,100,4.51,ML,1693432914
295,pacific grove,36.6177,-121.9166,33.69,76,0,4.47,US,1693432914
296,port lincoln,-34.7333,135.8667,12.78,78,100,3.82,AU,1693432914
297,banda aceh,5.5577,95.3222,26.71,78,100,5.9,ID,1693432915
298,magdagachi,53.45,125.8,13.91,92,100,2.38,RU,1693432915
299,guarapari,-20.6667,-40.4975,23.27,94,69,1.58,BR,1693432915
300,campbell river,50.0163,-125.2446,22.21,49,75,3.6,CA,1693432840
301,grand falls-windsor,48.9332,-55.6649,18.61,93,100,1.34,CA,1693432915
302,susangerd,31.5608,48.1831,34.05,22,0,3.46,IR,1693432666
303,guerrero negro,27.9769,-114.0611,28.62,55,96,5.44,MX,1693432916
304,atoyac de alvarez,17.2,-100.4333,27.89,86,93,0.69,MX,1693432916
305,bengkulu,-3.8004,102.2655,24.5,89,100,3.37,ID,1693432916
306,shiojiri,36.1,137.9667,23.1,75,95,1.93,JP,1693432916
307,wenxing,28.6667,112.8833,20.1,95,56,2.32,CN,1693432916
308,ad darb,17.7229,42.2526,32.09,47,88,0.7,SA,1693432917
309,cape town,-33.9258,18.4232,15.06,79,75,6.69,ZA,1693432439
310,garachico,28.7781,-17.7646,23.06,65,100,4.63,ES,1693432917
311,victoria de durango,24.0333,-104.6667,19.44,73,98,2.56,MX,1693432749
312,katsuura,35.1333,140.3,27.0,81,100,4.24,JP,1693432917
313,northam,51.0333,-4.2167,13.55,88,100,2.61,GB,1693432918
314,la passe,45.5549,-0.8967,16.66,70,49,4.26,FR,1693432918
315,kyzyl,51.7,94.45,20.29,59,100,1.79,RU,1693432918
316,bueu,42.3246,-8.785,20.53,78,0,3.09,ES,1693432919
317,limbdi,22.5667,71.8,27.84,64,19,4.9,IN,1693432919
318,mersing,2.4312,103.8405,24.95,94,20,2.06,MY,1693432919
319,port mathurin,-19.6833,63.4167,22.1,71,51,3.62,MU,1693432867
320,yerofey pavlovich,53.9667,121.9667,13.93,74,19,1.83,RU,1693432919
321,san fernando de apure,7.8878,-67.4724,27.99,84,61,1.84,VE,1693432920
322,panacan,9.2463,118.4082,26.91,78,100,2.29,PH,1693432920
323,lospalos,-8.5186,127.0025,18.93,77,98,2.75,TL,1693432681
324,freetown,8.484,-13.2299,26.84,83,40,3.09,SL,1693432920
325,bytow,54.1706,17.4919,14.0,97,100,2.01,PL,1693432920
326,saudarkrokur,65.7461,-19.6394,10.75,80,100,0.3,IS,1693432921
327,altamont,42.2068,-121.7372,25.43,32,0,2.24,US,1693432921
328,hirara,24.8,125.2833,26.92,94,75,3.09,JP,1693432652
329,alesund,62.4723,6.1549,14.31,89,0,4.12,NO,1693432826
330,niafunke,15.9322,-3.9906,30.61,47,82,7.41,ML,1693432927
331,gaalkacyo,6.7697,47.4308,25.31,59,39,9.39,SO,1693432931
332,khovd,48.0056,91.6419,17.51,50,91,2.11,MN,1693432932
333,harper,4.375,-7.7169,25.01,83,92,3.53,LR,1693432932
334,las khorey,11.1595,48.1967,31.86,54,41,2.55,SO,1693432932
335,turpan,42.9333,89.1667,30.41,26,0,1.12,CN,1693432935
336,yemva,62.59,50.8594,11.02,69,100,1.38,RU,1693432935
337,kerikeri,-35.2268,173.9474,12.17,91,3,1.54,NZ,1693432935
338,tamanrasset,22.785,5.5228,28.95,24,0,2.06,DZ,1693432886
339,lazaro cardenas,17.9583,-102.2,30.25,69,68,3.41,MX,1693432803
340,luoyang,34.6836,112.4536,21.6,89,0,0.93,CN,1693432815
341,longonjo,-12.9067,15.2533,18.3,23,0,1.95,AO,1693432936
342,mchinji,-13.7984,32.8802,14.37,61,5,1.64,MW,1693432936
343,esmeraldas,-19.7625,-44.3139,25.97,51,58,1.58,BR,1693432666
344,pisco,-13.7,-76.2167,22.03,68,2,9.77,PE,1693432937
345,chilliwack,49.1747,-121.9443,22.87,67,89,2.68,CA,1693432937
346,kabalo,-6.05,26.9167,29.21,31,49,1.56,CD,1693432937
347,nambucca heads,-30.65,153.0,16.11,74,42,2.07,AU,1693432938
348,desaguadero,-16.5656,-69.0417,13.59,44,1,6.44,PE,1693432938
349,lagos,6.5833,3.75,22.9,94,100,1.24,NG,1693432554
350,chinde,26.8418,88.0763,19.25,82,34,1.16,NP,1693432938
351,quincy,42.2529,-71.0023,27.77,70,75,2.57,US,1693432642
352,mitsamiouli,-11.3847,43.2844,24.57,75,7,0.53,KM,1693432939
353,touros,-5.1989,-35.4608,24.94,80,0,6.11,BR,1693432939
354,susuman,62.7833,148.1667,16.39,60,100,9.54,RU,1693432939
355,ndioum,16.5129,-14.6471,31.94,53,100,6.76,SN,1693432939
356,mersrags,57.3354,23.1246,18.56,98,100,2.38,LV,1693432940
357,okha,53.5739,142.9478,12.99,91,100,3.53,RU,1693432651
358,midelt,32.6852,-4.7451,21.12,35,0,0.93,MA,1693432940
359,wynyard,-41.0,145.7167,11.28,83,95,5.93,AU,1693432940
360,san jose del guaviare,2.5729,-72.6459,29.56,70,80,0.13,CO,1693432940
361,greymouth,-42.4667,171.2,8.58,89,93,1.32,NZ,1693432941
362,johnstown,40.3267,-78.922,21.99,75,40,6.17,US,1693432861
363,nova sintra,14.8667,-24.7167,23.49,82,100,1.93,CV,1693432682
364,prieska,-29.6641,22.7474,17.35,25,0,3.79,ZA,1693432941
365,carnarvon,-24.8667,113.6333,19.72,71,0,1.84,AU,1693432941
366,ndele,8.4109,20.6473,21.26,97,75,0.39,CF,1693432942
367,imbituba,-28.24,-48.6703,17.2,94,9,2.63,BR,1693432902
368,cynthiana,38.3904,-84.2941,26.45,31,50,6.49,US,1693432942
369,belmonte,-15.8631,-38.8828,24.57,90,36,3.83,BR,1693432942
370,saipan,15.1355,145.701,27.39,94,75,0.0,MP,1693432942
371,twon-brass,4.3151,6.2418,24.78,89,100,5.28,NG,1693432943
372,tsumeb,-19.2333,17.7167,19.66,21,4,3.43,NA,1693432943
373,jayapura,-2.5333,140.7,25.66,90,72,2.11,ID,1693432756
374,island harbour,50.724,-1.2758,15.52,85,100,0.89,GB,1693432943
375,maridi,4.9158,29.4742,18.87,95,100,1.88,SS,1693432943
376,tsiroanomandidy,-18.7667,46.0333,18.83,55,100,1.94,MG,1693432695
377,vypasne,45.8756,34.1773,21.42,89,0,3.84,UA,1693432944
378,mahibadhoo,3.7833,72.9667,27.93,71,100,5.12,MV,1693432944
379,monki,53.405,22.7979,17.6,97,100,2.3,PL,1693432944
380,khalkhal,37.6189,48.5258,12.55,87,25,1.61,IR,1693432944
381,ouadda,8.0777,22.4007,20.14,93,99,0.92,CF,1693432944
382,vallenar,-28.5708,-70.7581,24.76,25,0,2.02,CL,1693432945
383,oppdal,62.5943,9.6912,9.46,88,61,1.47,NO,1693432945
384,nuku'alofa,-21.1333,-175.2,24.19,73,75,7.2,TO,1693432945
385,zeya,53.75,127.2667,15.26,86,100,2.15,RU,1693432945
386,selkirk,50.1436,-96.8845,29.49,23,0,5.26,CA,1693432749
387,mil'kovo,55.6078,37.7956,15.19,79,82,2.32,RU,1693432946
388,kosh-agach,50.0,88.6667,6.83,94,30,0.42,RU,1693432946
389,akita,39.7167,140.1167,25.52,88,0,2.57,JP,1693432816
390,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,82,0,1.0,RU,1693432946
391,magadan,59.5667,150.8,12.9,90,33,3.16,RU,1693432946
392,hurricane,37.1753,-113.2899,39.72,11,0,4.02,US,1693432947
393,lysyye gory,51.5506,44.8414,12.03,56,52,1.33,RU,1693432947
394,sao vicente,-23.9631,-46.3919,22.1,54,100,2.06,BR,1693432676
395,paita,-5.0892,-81.1144,22.03,75,3,8.34,PE,1693432947
396,weno,7.4515,151.8468,28.32,79,97,6.49,FM,1693432947
397,waslala,13.2333,-85.3833,30.86,62,66,1.42,NI,1693432948
398,sadat,25.6833,83.2833,28.2,70,100,2.69,IN,1693432948
399,dalbandin,28.8947,64.4101,30.93,37,16,1.87,PK,1693432948
400,gassol,8.5333,10.4667,24.8,87,65,1.75,NG,1693432949
401,blora,-6.9698,111.4186,22.04,79,92,2.14,ID,1693432949
402,mossel bay,-34.1831,22.146,14.96,73,37,1.91,ZA,1693432949
403,itacare,-14.2775,-38.9967,24.18,92,2,3.31,BR,1693432949
404,novaya igirma,57.1334,103.9112,16.59,98,100,1.69,RU,1693432950
405,mantua,45.1667,10.7833,19.58,85,21,1.34,IT,1693432950
406,cabo san lucas,22.8909,-109.9124,34.78,68,7,2.24,MX,1693432685
407,hilo,19.7297,-155.09,26.73,89,46,2.68,US,1693432949
408,changping,40.2186,116.2197,19.8,78,68,2.57,CN,1693432950
409,trinidad,-14.8333,-64.9,35.99,41,20,4.12,BO,1693432951
410,santa marta de ortigueira,43.6833,-7.85,18.47,86,79,3.23,ES,1693432951
411,sinop,41.7711,34.8709,23.55,41,0,3.21,TR,1693432951
412,vila franca do campo,37.7167,-25.4333,23.23,82,39,0.68,PT,1693432951
413,tommot,58.9564,126.2925,15.43,80,0,0.93,RU,1693432951
414,horta,38.5333,-28.6333,23.34,88,44,2.24,PT,1693432952
415,beloyarskiy,63.7119,66.6722,12.63,89,100,4.36,RU,1693432952
416,passo fundo,-28.2628,-52.4067,20.14,56,0,0.0,BR,1693432663
417,el granada,37.5027,-122.4694,37.46,47,0,8.75,US,1693432952
418,wayne,42.2506,-83.2833,21.63,65,0,5.14,US,1693432850
419,than,22.5667,71.1833,26.42,66,1,4.43,IN,1693432953
420,harstad,68.799,16.5293,12.67,92,31,1.79,NO,1693432953
421,arraial do cabo,-22.9661,-42.0278,21.92,83,40,7.2,BR,1693432953
422,muroto-misakicho,33.2833,134.15,26.41,83,100,4.25,JP,1693432953
423,hami,42.8,93.45,23.62,33,0,2.66,CN,1693432954
424,trancas,-26.2314,-65.2803,23.5,24,0,1.62,AR,1693432954
425,antsiranana,-12.2787,49.2917,22.18,77,1,7.69,MG,1693432954
426,dumas,35.8656,-101.9732,32.52,22,0,4.12,US,1693432954
427,kolonia town,6.964,158.206,28.06,89,100,2.06,FM,1693432955
428,puerto aysen,-45.4,-72.7,5.02,87,75,3.09,CL,1693432955
429,hohhot,40.8106,111.6522,14.16,67,0,0.0,CN,1693432866
430,shenjiamen,29.9576,122.298,24.46,84,100,6.71,CN,1693432955
431,pokaran,26.9167,71.9167,28.68,58,0,5.76,IN,1693432956
432,mana,5.6592,-53.7767,27.29,82,5,3.32,GF,1693432956
433,naze,28.3667,129.4833,25.51,87,7,5.24,JP,1693432956
434,mount isa,-20.7333,139.5,16.87,45,0,6.69,AU,1693432956
435,sur,22.5667,59.5289,29.31,69,3,3.94,OM,1693432957
436,anshun,26.25,105.9333,14.87,92,11,1.84,CN,1693432721
437,ko samui,9.5357,99.9357,28.31,78,100,7.0,TH,1693432735
438,les avirons,-21.2418,55.3394,18.03,72,83,5.85,RE,1693432958
439,lompoc,34.6391,-120.4579,32.1,44,0,3.09,US,1693432801
440,happy valley-goose bay,53.3168,-60.3315,10.17,93,100,5.66,CA,1693432820
441,taksimo,56.3444,114.8794,13.84,68,2,0.78,RU,1693432959
442,bryne,58.7354,5.6477,14.41,95,40,0.0,NO,1693432959
443,puerto deseado,-47.7503,-65.8938,8.87,37,76,8.32,AR,1693432959
444,guozhen,34.3659,107.359,19.66,65,65,1.39,CN,1693432959
445,ust-tsilma,65.441,52.1498,9.97,74,100,1.52,RU,1693432959
446,bamboo flat,11.7,92.7167,27.05,83,75,2.06,IN,1693432960
447,hobyo,5.3505,48.5268,25.07,78,87,10.31,SO,1693432960
448,karak city,31.1637,35.762,23.01,47,0,2.01,JO,1693432960
449,namsos,64.4662,11.4957,11.03,100,75,0.51,NO,1693432961
450,ancud,-41.8697,-73.8203,8.12,70,100,6.3,CL,1693432961
451,cockburn town,21.4612,-71.1419,29.21,84,100,7.87,TC,1693432961
452,flying fish cove,-10.4217,105.6791,23.82,94,100,4.12,CX,1693432961
453,swakopmund,-22.6833,14.5333,13.47,87,11,0.45,NA,1693432961
454,hasaki,35.7333,140.8333,27.39,82,100,4.86,JP,1693432962
455,tionk essil,12.7856,-16.5217,25.98,91,96,3.14,SN,1693432962
456,solwezi,-12.1688,26.3894,15.65,45,1,2.44,ZM,1693432962
457,butte,39.6499,-121.5677,36.32,20,0,4.12,US,1693432962
458,duong dong,10.2167,103.9667,30.0,79,40,3.6,VN,1693432962
459,navrongo,10.8956,-1.0921,21.87,91,100,3.34,GH,1693432963
460,nadym,65.5333,72.5167,9.16,71,93,4.45,RU,1693432963
461,ouesso,1.6136,16.0517,23.67,76,100,0.54,CG,1693432964
462,conakry,9.538,-13.6773,27.04,89,75,3.09,GN,1693432814
463,qionghai,19.2425,110.4642,24.13,97,72,3.05,CN,1693432964
464,bazarak,35.3129,69.5152,16.89,29,0,4.66,AF,1693432964
465,santa cruz,-17.8,-63.1667,31.7,40,20,8.23,BO,1693432964
466,tutoia,-2.7619,-42.2744,26.43,84,0,5.94,BR,1693432875
467,felege neway,6.3,36.8833,17.14,79,91,1.3,ET,1693432965
468,sao tome,0.3365,6.7273,24.89,89,67,4.81,ST,1693432965
469,kayanza,-3.0667,29.6667,15.96,59,17,0.68,BI,1693432965
470,lincoln city,44.9582,-124.0179,25.02,78,85,1.34,US,1693432965
471,parun,35.4207,70.9221,12.96,53,0,5.13,AF,1693432965
472,mogadishu,2.0371,45.3438,24.86,83,97,6.93,SO,1693432966
473,luwingu,-10.2621,29.9271,15.84,50,16,2.12,ZM,1693432966
474,thasra,22.8,73.2167,25.94,72,3,2.27,IN,1693432966
475,dabas,47.1859,19.3109,16.12,79,13,3.25,HU,1693432967
476,margate,51.3813,1.3862,15.5,76,97,1.34,GB,1693432967
477,el calafate,-50.3408,-72.2768,0.82,88,43,2.02,AR,1693432967
478,tysmenytsya,48.9022,24.8448,15.54,86,54,0.36,UA,1693432967
479,emkhomazi,-30.2067,30.7978,18.15,76,0,3.87,ZA,1693432967
480,valparaiso,-33.0393,-71.6273,19.8,66,0,5.14,CL,1693432968
481,fortuna,40.5982,-124.1573,26.19,62,0,8.75,US,1693432709
482,quelimane,-17.8786,36.8883,18.97,93,40,1.54,MZ,1693432968
483,huarmey,-10.0681,-78.1522,21.92,74,2,4.96,PE,1693432968
484,sicuani,-14.2694,-71.2261,17.19,30,94,4.34,PE,1693432968
485,bukama,-9.2,25.85,24.41,37,65,0.43,CD,1693432969
486,pundong,-7.9522,110.3486,20.62,93,86,0.9,ID,1693432969
487,jianshui,23.6363,102.8264,17.13,92,64,1.27,CN,1693432969
488,limassol,34.675,33.0333,25.04,83,0,2.57,CY,1693432969
489,mongo,12.1844,18.693,22.81,80,61,0.19,TD,1693432970
490,kuragino,53.8975,92.6725,16.98,94,100,0.6,RU,1693432970
491,pekanbaru,0.5333,101.45,25.18,100,75,1.03,ID,1693432970
492,kaa-khem,51.6833,94.7333,19.98,60,100,1.98,RU,1693432970
493,holualoa,19.6228,-155.9522,28.91,72,0,5.14,US,1693432970
494,poretskoye,55.1974,46.3291,13.91,64,80,1.76,RU,1693432971
495,greenville,35.6127,-77.3663,27.09,98,40,0.0,US,1693432846
496,el paso,31.8001,-106.2005,33.79,23,20,1.03,US,1693432758
497,nizhniy odes,63.6445,54.856,9.45,73,73,1.82,RU,1693432971
498,miyako,39.6367,141.9525,26.33,89,100,3.59,JP,1693432971
499,yangambi,0.8102,24.4336,21.74,78,41,1.11,CD,1693432972
500,pitkyaranta,61.5734,31.4792,16.17,82,99,7.09,RU,1693432972
501,tahe,52.3333,124.7333,13.1,99,100,0.81,CN,1693432972
502,fallon,39.4735,-118.7774,29.93,27,0,3.6,US,1693432972
503,birobidzhan,48.8,132.95,13.56,97,100,2.26,RU,1693432911
504,anserma,5.3328,-75.7911,20.92,75,56,1.18,CO,1693432973
505,llantwit major,51.4107,-3.4863,14.13,88,100,2.24,GB,1693432973
506,uva,56.9908,52.1852,9.4,69,46,3.49,RU,1693432973
507,peace river,56.2501,-117.286,22.17,73,100,2.06,CA,1693432973
508,posto fiscal rolim de moura,-13.0833,-62.2667,25.54,78,92,1.01,BR,1693432973
509,lycksele,64.5954,18.6735,11.93,94,100,0.0,SE,1693432974
510,lang son,21.8333,106.7333,21.6,89,6,1.82,VN,1693432974
511,san mariano,7.5,126.0,23.17,87,8,1.39,PH,1693432974
512,quellon,-43.1167,-73.6167,10.14,66,40,5.66,CL,1693432974
513,cova figueira,14.8905,-24.2934,24.26,84,100,2.29,CV,1693432975
514,aswan,24.0934,32.907,32.61,19,0,0.0,EG,1693432817
515,tual,-5.6667,132.75,24.81,84,100,9.59,ID,1693432975
516,lynn haven,30.2455,-85.6483,30.99,85,75,4.12,US,1693432975
517,ezhva,61.8128,50.7283,5.88,100,94,1.0,RU,1693432975
518,espinosa,-14.9261,-42.8192,24.32,67,58,1.48,BR,1693432976
519,isangel,-19.55,169.2667,24.18,93,100,6.76,VU,1693432976
520,merta,26.65,74.0333,26.46,64,0,4.55,IN,1693432976
521,yangshuo,24.7808,110.4897,20.19,92,7,1.49,CN,1693432976
522,veraval,20.9,70.3667,25.74,81,5,2.9,IN,1693432976
523,martapura,-3.4167,114.85,23.05,100,29,0.51,ID,1693432976
524,tucuma,-0.1833,-50.05,27.57,73,0,4.17,BR,1693432977
525,yigo village,13.5361,144.8886,26.16,93,40,2.57,GU,1693432977
526,cruz,-2.9178,-40.1717,25.62,80,0,6.26,BR,1693432977
527,kursavka,44.4564,42.5093,13.7,48,0,3.45,RU,1693432978
528,beli manastir,45.77,18.6036,18.66,88,99,2.15,HR,1693432978
529,ginir,7.1333,40.7,14.38,77,18,3.85,ET,1693432978
530,bangar,16.8936,120.4243,25.45,89,100,3.88,PH,1693432978
531,bodo,67.28,14.405,12.1,95,0,2.57,NO,1693432782
532,yarmouth,41.7057,-70.2286,25.64,84,75,5.14,US,1693432841
533,fuller heights,27.9092,-81.9981,31.01,96,40,2.06,US,1693432979
534,marialva,-23.485,-51.7917,25.26,58,27,1.54,BR,1693432979
535,den burg,53.0542,4.7972,13.89,82,75,4.12,NL,1693432980
536,motozintla,15.3667,-92.2333,20.97,90,100,1.14,MX,1693432980
537,formosa,-26.1775,-58.1781,28.99,48,20,3.6,AR,1693432788
538,kununurra,-15.7667,128.7333,13.99,77,17,0.0,AU,1693432980
539,shimanovsk,52.0,127.7,12.69,96,91,2.74,RU,1693432980
540,dunedin,-45.8742,170.5036,12.11,64,16,1.53,NZ,1693432863
541,las lomitas,-24.7096,-60.593,26.52,33,6,1.92,AR,1693432981
542,ceeldheer,3.8488,47.1806,24.56,82,97,7.82,SO,1693432981
543,barra de santo antonio,-9.4047,-35.5072,23.6,84,5,3.59,BR,1693432981
544,vredendal,-31.6683,18.5012,13.62,93,78,1.31,ZA,1693432951
545,yamada,39.4667,141.95,26.7,88,99,3.49,JP,1693432982
546,larache,35.1932,-6.1557,21.03,82,1,1.58,MA,1693432933
547,al wajh,26.2455,36.4525,29.97,74,0,1.54,SA,1693432886
548,mammoth lakes,37.6485,-118.9721,27.4,12,0,4.63,US,1693432792
549,el nido,11.1858,119.3956,27.86,82,100,7.56,PH,1693432985
550,crane,31.3974,-102.3501,33.03,20,1,0.63,US,1693432985
551,castlemaine,-37.0667,144.2167,6.82,84,83,1.77,AU,1693432985
552,maxixe,-23.8597,35.3472,19.07,81,17,1.71,MZ,1693432986
